Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q9UG63|ABCF2_HUMAN	Q9UG63	ABCF2_HUMAN	ABCF2	623	Homo sapiens OX=9606	ATP-binding cassette sub-family F member 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	1	6	2	1	2	3.6557864E7	1131043.5	3.6557864E7	12M(15.9949),11M(15.9949)		
sp|Q9UGP8|SEC63_HUMAN	Q9UGP8	SEC63_HUMAN	SEC63	760	Homo sapiens OX=9606	Translocation protein SEC63 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	4	4	4	3158875.0	3158875.0	3158875.0	4M(15.9949)		
sp|Q9UH65|SWP70_HUMAN	Q9UH65	SWP70_HUMAN	SWAP70	585	Homo sapiens OX=9606	Switch-associated protein 70 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	498239.62	498239.62	498239.62			
sp|Q9UHB6|LIMA1_HUMAN	Q9UHB6	LIMA1_HUMAN	LIMA1	759	Homo sapiens OX=9606	LIM domain and actin-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	1	1	0	1	700651.2	0	700651.2			tr|F8VQE1|F8VQE1_HUMAN, tr|F8VS07|F8VS07_HUMAN
sp|Q9UHB9|SRP68_HUMAN	Q9UHB9	SRP68_HUMAN	SRP68	627	Homo sapiens OX=9606	Signal recognition particle subunit SRP68 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	394458.03	394458.03	394458.03	5C(57.0214)		
sp|Q9UHD1|CHRD1_HUMAN	Q9UHD1	CHRD1_HUMAN	CHORDC1	332	Homo sapiens OX=9606	Cysteine and histidine-rich domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	3	0	3	1.1917619E7	0	1.1917619E7	13C(57.0214),4C(57.0214), N-term(42.0106)		
sp|Q9UHD8|SEPT9_HUMAN	Q9UHD8	SEPT9_HUMAN	SEPTIN9	586	Homo sapiens OX=9606	Septin-9 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	7	0	7	9636838.0	0	9636838.0	7M(15.9949)		
sp|Q9UHD9|UBQL2_HUMAN	Q9UHD9	UBQL2_HUMAN	UBQLN2	624	Homo sapiens OX=9606	Ubiquilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	5	4	2	3	6538731.5	3174488.8	4323578.5	14M(15.9949)		
sp|Q9UHG3|PCYOX_HUMAN	Q9UHG3	PCYOX_HUMAN	PCYOX1	505	Homo sapiens OX=9606	Prenylcysteine oxidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	5	1	5	8791323.0	1479955.4	8791323.0	3C(57.0214),9M(15.9949)		
sp|Q9UHQ9|NB5R1_HUMAN	Q9UHQ9	NB5R1_HUMAN	CYB5R1	305	Homo sapiens OX=9606	NADH-cytochrome b5 reductase 1 	1:Experimental evidence at protein level	1.0000	0.9988	1	0	1	1	0	1	1372973.4	0	1372973.4			
sp|Q9UHV9|PFD2_HUMAN	Q9UHV9	PFD2_HUMAN	PFDN2	154	Homo sapiens OX=9606	Prefoldin subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	7972856.0	7972856.0	7972856.0			
sp|Q9UHX1|PUF60_HUMAN	Q9UHX1	PUF60_HUMAN	PUF60	559	Homo sapiens OX=9606	Poly(U)-binding-splicing factor PUF60 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	2	0	2	7912016.0	0	7912016.0			tr|A0A0J9YVP6|A0A0J9YVP6_HUMAN, tr|A0A0J9YXJ8|A0A0J9YXJ8_HUMAN, tr|A0A0J9YXX5|A0A0J9YXX5_HUMAN, tr|A0A0J9YYL3|A0A0J9YYL3_HUMAN
sp|Q9UHY7|ENOPH_HUMAN	Q9UHY7	ENOPH_HUMAN	ENOPH1	261	Homo sapiens OX=9606	Enolase-phosphatase E1 	1:Experimental evidence at protein level	1.0000	0.9988	1	0	1	1	0	1	416362.25	0	416362.25			
sp|Q9UI09|NDUAC_HUMAN	Q9UI09	NDUAC_HUMAN	NDUFA12	145	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	1	1	1	1736980.2	683247.94	1736980.2			
sp|Q9UIA9|XPO7_HUMAN	Q9UIA9	XPO7_HUMAN	XPO7	1087	Homo sapiens OX=9606	Exportin-7 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	3	0	3	2583273.5	0	2583273.5	13C(57.0214),11C(57.0214)		tr|E7ESC6|E7ESC6_HUMAN
sp|Q9UIG0|BAZ1B_HUMAN	Q9UIG0	BAZ1B_HUMAN	BAZ1B	1483	Homo sapiens OX=9606	Tyrosine-protein kinase BAZ1B 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	4	4	4	5443469.0	5443469.0	5443469.0	2C(57.0214),4C(57.0214),5C(57.0214)		
sp|Q9UIJ7|KAD3_HUMAN	Q9UIJ7	KAD3_HUMAN	AK3	227	Homo sapiens OX=9606	GTP:AMP phosphotransferase AK3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q9UJ83|HACL1_HUMAN	Q9UJ83	HACL1_HUMAN	HACL1	578	Homo sapiens OX=9606	2-hydroxyacyl-CoA lyase 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	0	2	1	0	1	1106539.5	0	1106539.5			
sp|Q9UJS0|CMC2_HUMAN	Q9UJS0	CMC2_HUMAN	SLC25A13	675	Homo sapiens OX=9606	Calcium-binding mitochondrial carrier protein Aralar2 	1:Experimental evidence at protein level	1.0000	0.9990	9	3	9	9	3	9	3974648.2	1543855.2	3974648.2	12C(57.0214)		
sp|Q9UJU6|DBNL_HUMAN	Q9UJU6	DBNL_HUMAN	DBNL	430	Homo sapiens OX=9606	Drebrin-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	3770718.2	0	3770718.2			
sp|Q9UJW0|DCTN4_HUMAN	Q9UJW0	DCTN4_HUMAN	DCTN4	460	Homo sapiens OX=9606	Dynactin subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	215322.8	215322.8	215322.8			
sp|Q9UJX3|APC7_HUMAN	Q9UJX3	APC7_HUMAN	ANAPC7	599	Homo sapiens OX=9606	Anaphase-promoting complex subunit 7 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	1	1	1	629490.7	182147.61	629490.7	9C(57.0214)		
sp|Q9UJZ1|STML2_HUMAN	Q9UJZ1	STML2_HUMAN	STOML2	356	Homo sapiens OX=9606	Stomatin-like protein 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	1	0	1	4794653.5	0	4794653.5			
sp|Q9UK45|LSM7_HUMAN	Q9UK45	LSM7_HUMAN	LSM7	103	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm7 	1:Experimental evidence at protein level	1.0000	0.9985	2	0	2	2	0	2	5824579.0	0	5824579.0	7C(57.0214)		
sp|Q9UKD2|MRT4_HUMAN	Q9UKD2	MRT4_HUMAN	MRTO4	239	Homo sapiens OX=9606	mRNA turnover protein 4 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	4	4	4	4113290.8	4113290.8	4113290.8	12C(57.0214),6M(15.9949)		
sp|Q9UKK9|NUDT5_HUMAN	Q9UKK9	NUDT5_HUMAN	NUDT5	219	Homo sapiens OX=9606	ADP-sugar pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	6	0	6	1.1980696E7	0	1.1980696E7	6C(57.0214),6C(57.0214)		tr|A6NFX8|A6NFX8_HUMAN
sp|Q9UKM9|RALY_HUMAN	Q9UKM9	RALY_HUMAN	RALY	306	Homo sapiens OX=9606	RNA-binding protein Raly 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	8	8	0	8	2.3747692E7	0	1.2472862E7	11M(15.9949),11M(15.9949)		tr|Q5QPL9|Q5QPL9_HUMAN
sp|Q9UKN8|TF3C4_HUMAN	Q9UKN8	TF3C4_HUMAN	GTF3C4	822	Homo sapiens OX=9606	General transcription factor 3C polypeptide 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	390798.3	390798.3	390798.3			
sp|Q9UKS6|PACN3_HUMAN	Q9UKS6	PACN3_HUMAN	PACSIN3	424	Homo sapiens OX=9606	Protein kinase C and casein kinase substrate in neurons protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	3	0	3	5297024.5	0	5297024.5	2C(57.0214), 8C(57.0214)		tr|A0A0C4DGG1|A0A0C4DGG1_HUMAN
sp|Q9UKV3|ACINU_HUMAN	Q9UKV3	ACINU_HUMAN	ACIN1	1341	Homo sapiens OX=9606	Apoptotic chromatin condensation inducer in the nucleus 	1:Experimental evidence at protein level	1.0000	0.9990	8	0	8	7	0	7	3603855.0	0	3603855.0	3C(57.0214)		tr|E7EQT4|E7EQT4_HUMAN, tr|S4R3H4|S4R3H4_HUMAN
sp|Q9UKX7|NUP50_HUMAN	Q9UKX7	NUP50_HUMAN	NUP50	468	Homo sapiens OX=9606	Nuclear pore complex protein Nup50 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	1	1	1	3124645.0	3124645.0	3124645.0	8C(57.0214)		
sp|Q9UKY7|CDV3_HUMAN	Q9UKY7	CDV3_HUMAN	CDV3	258	Homo sapiens OX=9606	Protein CDV3 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	3	4	7908203.0	6298054.0	7908203.0			
sp|Q9UL03|INT6_HUMAN	Q9UL03	INT6_HUMAN	INTS6	887	Homo sapiens OX=9606	Integrator complex subunit 6 	1:Experimental evidence at protein level	1.0000	0.9961	1	0	1	1	0	1	0	0	0			tr|C9J885|C9J885_HUMAN, tr|C9JVX2|C9JVX2_HUMAN, tr|C9JXP6|C9JXP6_HUMAN, tr|C9K0V7|C9K0V7_HUMAN, tr|F8WAV7|F8WAV7_HUMAN
sp|Q9UL25|RAB21_HUMAN	Q9UL25	RAB21_HUMAN	RAB21	225	Homo sapiens OX=9606	Ras-related protein Rab-21 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	1	1	1	1718324.5	1718324.5	1718324.5	8C(57.0214)		
sp|Q9UL46|PSME2_HUMAN	Q9UL46	PSME2_HUMAN	PSME2	239	Homo sapiens OX=9606	Proteasome activator complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	1.4458007E7	0	1.4458007E7	1C(57.0214),2M(15.9949)		tr|A0A087X1Z3|A0A087X1Z3_HUMAN, tr|H0YM70|H0YM70_HUMAN
sp|Q9ULC4|MCTS1_HUMAN	Q9ULC4	MCTS1_HUMAN	MCTS1	181	Homo sapiens OX=9606	Malignant T-cell-amplified sequence 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	7706726.0	4790089.5	7706726.0	10C(57.0214), 9M(15.9949),6C(57.0214)		
sp|Q9ULV4|COR1C_HUMAN	Q9ULV4	COR1C_HUMAN	CORO1C	474	Homo sapiens OX=9606	Coronin-1C 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	7	0	7	8274109.5	0	8274109.5	1C(57.0214),1C(57.0214),1C(57.0214), 6M(15.9949),2C(57.0214)		
sp|Q9ULX3|NOB1_HUMAN	Q9ULX3	NOB1_HUMAN	NOB1	412	Homo sapiens OX=9606	RNA-binding protein NOB1 	1:Experimental evidence at protein level	1.0000	0.9987	1	0	1	1	0	1	492349.4	0	492349.4			
sp|Q9UM00|TMCO1_HUMAN	Q9UM00	TMCO1_HUMAN	TMCO1	239	Homo sapiens OX=9606	Calcium load-activated calcium channel 	1:Experimental evidence at protein level	1.0000	0.9986	1	0	1	1	0	1	3148874.2	0	3148874.2			tr|J3QQY2|J3QQY2_HUMAN
sp|Q9UMS4|PRP19_HUMAN	Q9UMS4	PRP19_HUMAN	PRPF19	504	Homo sapiens OX=9606	Pre-mRNA-processing factor 19 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	8	3	8	1.6504836E7	1.004913E7	1.6504836E7	14C(57.0214),14C(57.0214)		
sp|Q9UMX0|UBQL1_HUMAN	Q9UMX0	UBQL1_HUMAN	UBQLN1	589	Homo sapiens OX=9606	Ubiquilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	4	2	2	5714402.5	1354842.8	1354842.8	14M(15.9949), 7M(15.9949)		
sp|Q9UMY1|NOL7_HUMAN	Q9UMY1	NOL7_HUMAN	NOL7	257	Homo sapiens OX=9606	Nucleolar protein 7 	1:Experimental evidence at protein level	1.0000	0.9989	2	1	2	1	1	1	2281951.8	629722.2	2281951.8			
sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	Homo sapiens OX=9606	Sorting nexin-12 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	9610845.0	0	9610845.0			tr|A0A087X0R6|A0A087X0R6_HUMAN
sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	Homo sapiens OX=9606	Ras GTPase-activating protein-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	4	6	0	4	2.1299654E7	0	5130602.0	2M(15.9949),9C(57.0214)		
sp|Q9UNF0|PACN2_HUMAN	Q9UNF0	PACN2_HUMAN	PACSIN2	486	Homo sapiens OX=9606	Protein kinase C and casein kinase substrate in neurons protein 2 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	1	1	0	1	0	0	0			tr|A0A0U1RR22|A0A0U1RR22_HUMAN
sp|Q9UNH7|SNX6_HUMAN	Q9UNH7	SNX6_HUMAN	SNX6	406	Homo sapiens OX=9606	Sorting nexin-6 	1:Experimental evidence at protein level	1.0000	0.9990	6	0	6	4	0	4	4883665.5	0	4883665.5	12C(57.0214), 13C(57.0214),17C(57.0214),10C(57.0214)		tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN
sp|Q9UNM6|PSD13_HUMAN	Q9UNM6	PSD13_HUMAN	PSMD13	376	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 13 	1:Experimental evidence at protein level	1.0000	0.9990	10	0	10	7	0	7	9996632.0	0	9996632.0	2M(15.9949),9C(57.0214),4C(57.0214),11M(15.9949)		
sp|Q9UNQ2|DIM1_HUMAN	Q9UNQ2	DIM1_HUMAN	DIMT1	313	Homo sapiens OX=9606	Probable dimethyladenosine transferase 	1:Experimental evidence at protein level	1.0000	0.9988	3	0	3	3	0	3	2101902.5	0	2101902.5	6M(15.9949)		tr|A0A494C0G7|A0A494C0G7_HUMAN, tr|A0A7P0T9J1|A0A7P0T9J1_HUMAN, tr|A0A7P0Z4I0|A0A7P0Z4I0_HUMAN
sp|Q9UNX4|WDR3_HUMAN	Q9UNX4	WDR3_HUMAN	WDR3	943	Homo sapiens OX=9606	WD repeat-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	3	3	3	3225185.5	3225185.5	3225185.5	9C(57.0214)		
sp|Q9UNZ2|NSF1C_HUMAN	Q9UNZ2	NSF1C_HUMAN	NSFL1C	370	Homo sapiens OX=9606	NSFL1 cofactor p47 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	3	2	3	1558094.9	764946.2	1558094.9			
sp|Q9UPN9|TRI33_HUMAN	Q9UPN9	TRI33_HUMAN	TRIM33	1127	Homo sapiens OX=9606	E3 ubiquitin-protein ligase TRIM33 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	178316.05	178316.05	178316.05			
sp|Q9UPQ0|LIMC1_HUMAN	Q9UPQ0	LIMC1_HUMAN	LIMCH1	1083	Homo sapiens OX=9606	LIM and calponin homology domains-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	772912.7	0	772912.7			tr|D6RD46|D6RD46_HUMAN, tr|E7EPK0|E7EPK0_HUMAN, tr|E9PDJ9|E9PDJ9_HUMAN, tr|G5EA03|G5EA03_HUMAN, tr|H0Y8P3|H0Y8P3_HUMAN
sp|Q9UQ35|SRRM2_HUMAN	Q9UQ35	SRRM2_HUMAN	SRRM2	2752	Homo sapiens OX=9606	Serine/arginine repetitive matrix protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	8	10	6	5	6	5542240.0	5014249.0	5542240.0	14C(57.0214), 7C(57.0214)		
sp|Q9UQ80|PA2G4_HUMAN	Q9UQ80	PA2G4_HUMAN	PA2G4	394	Homo sapiens OX=9606	Proliferation-associated protein 2G4 	1:Experimental evidence at protein level	1.0000	0.9990	15	7	15	24	13	24	5.4289444E7	4.16884E7	5.4289444E7	5C(57.0214),7C(57.0214),13M(15.9949), 7C(57.0214),13M(15.9949), 7C(57.0214),11M(15.9949),6M(15.9949),11M(15.9949), 6M(15.9949),4M(15.9949),16C(57.0214),13C(57.0214), 15C(57.0214),6C(57.0214)		
sp|Q9UQE7|SMC3_HUMAN	Q9UQE7	SMC3_HUMAN	SMC3	1217	Homo sapiens OX=9606	Structural maintenance of chromosomes protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	8	8	8	2.299269E7	2.299269E7	2.299269E7	11M(15.9949),1M(15.9949)		
sp|Q9Y221|NIP7_HUMAN	Q9Y221	NIP7_HUMAN	NIP7	180	Homo sapiens OX=9606	60S ribosome subunit biogenesis protein NIP7 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	3856675.0	0	3856675.0	7C(57.0214)		
sp|Q9Y224|RTRAF_HUMAN	Q9Y224	RTRAF_HUMAN	RTRAF	244	Homo sapiens OX=9606	RNA transcription, translation and transport factor protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	4	1	4	5873702.0	1005331.9	5873702.0	4M(15.9949),14C(57.0214)		
sp|Q9Y230|RUVB2_HUMAN	Q9Y230	RUVB2_HUMAN	RUVBL2	463	Homo sapiens OX=9606	RuvB-like 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	2	10	9	2	9	1.4920078E7	4251211.0	1.4920078E7	8M(15.9949)		
sp|Q9Y237|PIN4_HUMAN	Q9Y237	PIN4_HUMAN	PIN4	131	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	5045473.0	5045473.0	5045473.0			
sp|Q9Y262|EIF3L_HUMAN	Q9Y262	EIF3L_HUMAN	EIF3L	564	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit L 	1:Experimental evidence at protein level	1.0000	0.9990	12	0	12	10	0	10	1.0092146E7	0	1.0092146E7			tr|B0QY89|B0QY89_HUMAN
sp|Q9Y263|PLAP_HUMAN	Q9Y263	PLAP_HUMAN	PLAA	795	Homo sapiens OX=9606	Phospholipase A-2-activating protein 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	765234.25	0	765234.25			tr|E5RIM3|E5RIM3_HUMAN
sp|Q9Y265|RUVB1_HUMAN	Q9Y265	RUVB1_HUMAN	RUVBL1	456	Homo sapiens OX=9606	RuvB-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	2	11	10	2	10	1.3911724E7	8997904.0	1.3911724E7	4C(57.0214),4C(57.0214), 6M(15.9949)		
sp|Q9Y266|NUDC_HUMAN	Q9Y266	NUDC_HUMAN	NUDC	331	Homo sapiens OX=9606	Nuclear migration protein nudC 	1:Experimental evidence at protein level	1.0000	0.9990	8	3	8	7	2	7	4.3664064E7	1.3895592E7	4.3664064E7			
sp|Q9Y277|VDAC3_HUMAN	Q9Y277	VDAC3_HUMAN	VDAC3	283	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	7	6	2	6	2.53926E7	2.032513E7	2.53926E7	2C(57.0214),2C(57.0214),1C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|Q9Y281|COF2_HUMAN	Q9Y281	COF2_HUMAN	CFL2	166	Homo sapiens OX=9606	Cofilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	2	6	1	2	9.4392416E7	2413693.0	4127932.5	7C(57.0214),N-term(42.0106)		
sp|Q9Y285|SYFA_HUMAN	Q9Y285	SYFA_HUMAN	FARSA	508	Homo sapiens OX=9606	Phenylalanine--tRNA ligase alpha subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	84992.4	0	84992.4	N-term(42.0106)		
sp|Q9Y295|DRG1_HUMAN	Q9Y295	DRG1_HUMAN	DRG1	367	Homo sapiens OX=9606	Developmentally-regulated GTP-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	2	2	2	1914476.0	1914476.0	1914476.0	5C(57.0214)		
sp|Q9Y2A7|NCKP1_HUMAN	Q9Y2A7	NCKP1_HUMAN	NCKAP1	1128	Homo sapiens OX=9606	Nck-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9973	2	2	2	1	1	1	5962647.0	5962647.0	5962647.0			
sp|Q9Y2B0|CNPY2_HUMAN	Q9Y2B0	CNPY2_HUMAN	CNPY2	182	Homo sapiens OX=9606	Protein canopy homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	1.6286218E7	0	1.6286218E7	5C(57.0214)		
sp|Q9Y2L1|RRP44_HUMAN	Q9Y2L1	RRP44_HUMAN	DIS3	958	Homo sapiens OX=9606	Exosome complex exonuclease RRP44 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	1	0	1	858324.5	0	858324.5			
sp|Q9Y2Q3|GSTK1_HUMAN	Q9Y2Q3	GSTK1_HUMAN	GSTK1	226	Homo sapiens OX=9606	Glutathione S-transferase kappa 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	4	1	4	1.8808552E7	991725.25	1.8808552E7	3M(15.9949),1M(15.9949),4M(15.9949)		
sp|Q9Y2R5|RT17_HUMAN	Q9Y2R5	RT17_HUMAN	MRPS17	130	Homo sapiens OX=9606	28S ribosomal protein S17, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9983	1	0	1	1	0	1	586115.5	0	586115.5			tr|E9PE17|E9PE17_HUMAN, tr|I3L0E3|I3L0E3_HUMAN
sp|Q9Y2R9|RT07_HUMAN	Q9Y2R9	RT07_HUMAN	MRPS7	242	Homo sapiens OX=9606	28S ribosomal protein S7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	1	0	1	2379184.0	0	2379184.0			tr|J3QLS3|J3QLS3_HUMAN, tr|J3QQS1|J3QQS1_HUMAN
sp|Q9Y2S7|PDIP2_HUMAN	Q9Y2S7	PDIP2_HUMAN	POLDIP2	368	Homo sapiens OX=9606	Polymerase delta-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1327414.8	0	1327414.8			
sp|Q9Y2T3|GUAD_HUMAN	Q9Y2T3	GUAD_HUMAN	GDA	454	Homo sapiens OX=9606	Guanine deaminase 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	2	0	2	2811823.0	0	2811823.0	3M(15.9949)		
sp|Q9Y2U8|MAN1_HUMAN	Q9Y2U8	MAN1_HUMAN	LEMD3	911	Homo sapiens OX=9606	Inner nuclear membrane protein Man1 	1:Experimental evidence at protein level	1.0000	0.9973	1	1	1	1	1	1	0	0	0			
sp|Q9Y2V2|CHSP1_HUMAN	Q9Y2V2	CHSP1_HUMAN	CARHSP1	147	Homo sapiens OX=9606	Calcium-regulated heat-stable protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	2344106.2	2344106.2	2344106.2			
sp|Q9Y2W1|TR150_HUMAN	Q9Y2W1	TR150_HUMAN	THRAP3	955	Homo sapiens OX=9606	Thyroid hormone receptor-associated protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	2	0	2	1.0742064E7	0	1.0742064E7			tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN
sp|Q9Y2W2|WBP11_HUMAN	Q9Y2W2	WBP11_HUMAN	WBP11	641	Homo sapiens OX=9606	WW domain-binding protein 11 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	1399335.8	678701.9	1399335.8			
sp|Q9Y2X3|NOP58_HUMAN	Q9Y2X3	NOP58_HUMAN	NOP58	529	Homo sapiens OX=9606	Nucleolar protein 58 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	10	10	7	10	9702489.0	9651164.0	9702489.0	13C(57.0214),3M(15.9949),9C(57.0214),15M(15.9949), 5C(57.0214),7M(15.9949)		
sp|Q9Y2Z0|SGT1_HUMAN	Q9Y2Z0	SGT1_HUMAN	SUGT1	365	Homo sapiens OX=9606	Protein SGT1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3039980.2	3039980.2	3039980.2			
sp|Q9Y305|ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	ACOT9	439	Homo sapiens OX=9606	Acyl-coenzyme A thioesterase 9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	1	0	1	5338793.0	0	5338793.0	5C(57.0214)		
sp|Q9Y315|DEOC_HUMAN	Q9Y315	DEOC_HUMAN	DERA	318	Homo sapiens OX=9606	Deoxyribose-phosphate aldolase 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	474023.9	0	474023.9			
sp|Q9Y383|LC7L2_HUMAN	Q9Y383	LC7L2_HUMAN	LUC7L2	392	Homo sapiens OX=9606	Putative RNA-binding protein Luc7-like 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	1.1737857E7	0	1.1737857E7	3M(15.9949),6C(57.0214), 7C(57.0214)		
sp|Q9Y399|RT02_HUMAN	Q9Y399	RT02_HUMAN	MRPS2	296	Homo sapiens OX=9606	28S ribosomal protein S2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	1360656.1	1360656.1	1360656.1			
sp|Q9Y3A5|SBDS_HUMAN	Q9Y3A5	SBDS_HUMAN	SBDS	250	Homo sapiens OX=9606	Ribosome maturation protein SBDS 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	6	0	6	8489336.0	0	8489336.0	N-term(42.0106),6C(57.0214)		tr|A0A087X020|A0A087X020_HUMAN
sp|Q9Y3A6|TMED5_HUMAN	Q9Y3A6	TMED5_HUMAN	TMED5	229	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 5 	1:Experimental evidence at protein level	1.0000	0.9989	2	0	2	1	0	1	4950950.0	0	4950950.0	2C(57.0214)		
sp|Q9Y3B2|EXOS1_HUMAN	Q9Y3B2	EXOS1_HUMAN	EXOSC1	195	Homo sapiens OX=9606	Exosome complex component CSL4 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	0	0	0	2C(57.0214)		tr|B1AMU3|B1AMU3_HUMAN, tr|B1AMU7|B1AMU7_HUMAN
sp|Q9Y3B3|TMED7_HUMAN	Q9Y3B3	TMED7_HUMAN	TMED7	224	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	6377632.0	0	6377632.0	2C(57.0214),2C(57.0214)		tr|A0A0A6YYA0|A0A0A6YYA0_HUMAN
